show;number;title;duration;date;year;month;weekday;host;guest;category;topic;summary;network
Somehow I Manage;129;Re-Ply The Paper! (S7E10);00:31:37;2021-07-01;2021;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Come to parking lot. Crazy pigeon action.”;Tiff and Stephen have a friendly debate about “China”, but things really get heated when they get the bill for the coffee and muffins. This episode of “The Office” originally aired on December 2, 2010.;The Incomparable
Somehow I Manage;128;Hay Place: A Place for Hay (S7E9);00:35:28;2021-06-24;2021;June;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“If I can make mushed carrots seem better than a boob, I can pretty much sell anything.”;Stephen and Tiff spend hours looking for a needle in a haystack, only to later learn that some things are not worth doing. But they find something that is worth doing: discussing “WUPHF.com”. This episode of “The Office” originally aired on November 18, 2010.;The Incomparable
Somehow I Manage;127;Which One's Glee? (S7E8);00:34:40;2021-06-17;2021;June;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I accidentally ate some seahorses.”;Tiff and Stephen attempt to watch Glee, but they immediately switch to The Office. Back in their comfort zone, the two enjoy a pizza (crust first) and discuss “Viewing Party”. This episode of “The Office” originally aired on November 11, 2010.;The Incomparable
Somehow I Manage;126;Sconesy Cider: Noted Baptism Reception Critic (S7E7);00:27:13;2021-06-03;2021;June;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Jesus is not your caterer.”;Stephen and Tiff, wearing Arcade Fire shirts, crash a local baptism to fully embrace the spirit before talking about “Christening”. This episode of “The Office” originally aired on November 4, 2010.;The Incomparable
Somehow I Manage;125;The 2011 Scranton/Wilkes-Barre Coupon Book Worth Over $15,000 in Savings (S7E6);00:42:30;2021-05-27;2021;May;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Halloween should be a day in which we honor monsters and not be mad at each other.”;Tiff and Stephen dress up as each other for this special Halloween episode. The two attempt to discuss “Costume Contest”, but get very distracted by their altered appearances. This episode of “The Office” originally aired on October 28, 2010.;The Incomparable
Somehow I Manage;124;Danny Cordray is the Worst/Best (S7E5);00:37:49;2021-05-20;2021;May;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“This guy is smoldering like a tire fire.”;Stephen and Tiff start a band. Tiff thinks it best to save Stephen’s voice for a novelty song about Kevin. After their jam session, the two discuss “The Sting”. This episode of “The Office” originally aired on October 21, 2010. ;The Incomparable
Somehow I Manage;123;H-I-R-P-E-E-S (S7E4);00:41:58;2021-05-13;2021;May;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Today is about herpes. Who gave it to you, who has it, and who’s going to pay.”;Tiff and Stephen attempt to increase their audience by providing free pizza while they discuss “Sex Ed”. This episode of “The Office” originally aired on October 14, 2010.;The Incomparable
Somehow I Manage;122;Please Turn Off Your Bird (S7E3);00:40:29;2021-05-06;2021;May;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“All that singing got in the way of some perfectly good murders.”;Stephen and Tiff audition for a play by reciting an entire episode of The Office. After they are forced to leave the stage, they decide their talents are better put to use discussing “Andy’s Play”. This episode of “The Office” originally aired on October 2, 2010.;The Incomparable
Somehow I Manage;121;I'll Take The Wizard! (S7E2);00:36:39;2021-04-29;2021;April;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Were you painting in the dark?”;Tiff and Stephen attempt to start their own mall to rival the local mall. The plan immediately falls apart because they didn’t have an office administrator. (Lesson learned.) They fall back into their routine and discuss “Counseling”. This episode of “The Office” originally aired on September 30, 2010.;The Incomparable
Somehow I Manage;120;Establish A Pee Corner (S7E1);00:49:48;2021-04-22;2021;April;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Why does God get to do something that I don’t?”;Stephen and Tiff get trapped in an elevator, and while they wait for rescue, they discuss “Nepotism”. This episode of “The Office” originally aired on September 23, 2010.;The Incomparable
Somehow I Manage;119;Michael Scott: As Seen On TV (S6E26);00:46:28;2021-04-15;2021;April;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“My mind is going a mile an hour.”;Tiff and Stephen stir up a brain hurricane as they wrap up season six discussing “Whistleblower”. This episode of “The Office” originally aired on May 20, 2010.;The Incomparable
Somehow I Manage;118;Not A Bad Stud Fee (S6E25);00:35:36;2021-04-08;2021;April;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Since when is this an office where we delve into each other’s personal lives?”;Stephen and Tiff throw away all of Toby’s radon test kits purely out of spite. Then they each grab a pint of ice cream, Despera-Dough and Witchy-Womanilla, and discuss “The Chump”. This episode of “The Office” originally aired on May 13, 2010.;The Incomparable
Somehow I Manage;117;I'm the Mistress? (S6E24);00:43:27;2021-04-01;2021;April;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I’ve done a lot more for a lot less.”;Tiff and Stephen test their printer to see if it will catch fire. While Stephen is standing by with a fire extinguisher, they discuss “The Cover-Up”. This episode of “The Office” originally aired on May 6, 2010.;The Incomparable
Somehow I Manage;116;Ms. Boob Shirt (S6E23);00:41:06;2021-03-25;2021;March;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Just once I would like to be the puppet master and have nothing go wrong.”;Stephen is embarrassed by Tiff’s cheesy jokes. He doesn’t even know who she is anymore. But putting the puns aside, the two discuss “Body Language”. This episode of “The Office” originally aired on April 29, 2010.;The Incomparable
Somehow I Manage;115;Cookie Kevin (S6E22);00:46:46;2021-03-18;2021;March;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“C is for suspension.”;Tiff and Stephen make Sesame Street parody videos about each other and then discuss “Secretary’s Day”. This episode of “The Office” originally aired on April 22, 2010.;The Incomparable
Somehow I Manage;114;Date Mike (S6E21);00:45:19;2021-03-11;2021;March;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“You embarrassed my friends in front of me!”;Stephen and Tiff really rake in the tickets playing DDR. After a few bonus games of Wack-A-Mole, they discuss “Happy Hour”. This episode of “The Office” originally aired on March 25, 2010.;The Incomparable
Somehow I Manage;113;Hope Grows in a Dump (S6E20);00:39:31;2021-03-04;2021;March;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“You couldn’t handle my undivided attention.”;Tiff makes Stephen follow clues before he can get the Zoom meeting code so they can discuss “New Leads”. This episode of “The Office” originally aired on March 18, 2010.;The Incomparable
Somehow I Manage;112;Mega Desk (S6E19);00:36:58;2021-02-25;2021;February;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“It is the closest the Irish will ever get to Christmas.”;Tiff and Stephen, dressed head to toe in green, sit down at their giant desks to discuss “St. Patrick’s Day”. This episode of “The Office” originally aired on March 11, 2010.;The Incomparable
Somehow I Manage;111;I Need a Baby, for Business Reasons (S6E17/18);00:55:19;2021-02-18;2021;February;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“The hospital will provide dictionaries, bring a thesaurus!”;Stephen and Tiff frantically prepare for the birth of baby Halpert by discussing “The Delivery”. This episode of “The Office” originally aired on March 4, 2010.;The Incomparable
Somehow I Manage;110;They Love a Good Crotch (S6E16);00:32:56;2021-02-11;2021;February;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Florida seems like a colorful lawless swamp.”;Tiff and Stephen try to draw up a plan to ride two very large dogs. After agreeing that it’s probably a bad idea, they make some ants-on-a-log snacks and discuss “Manager and Salesman”. This episode of “The Office” originally aired on February 11, 2010.;The Incomparable
Somehow I Manage;109;SUCK IT (S6E15);00:43:08;2021-02-04;2021;February;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Too much change is not a good thing. Ask the climate.”;Stephen and Tiff think about investing in some innovative vacuum technologies. After a lunch of fluffernutter sandwiches and some OJ, the two sit down to discuss “Sabre”. This episode of “The Office” originally aired on February 4, 2010.;The Incomparable
Somehow I Manage;108;Computron Experiencing Emotion (S6E14);00:22:17;2021-01-28;2021;January;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“This is a building where friends become lovers and lovers become sexually interactive.”;For the record, Tiff and Stephen are not on board with fake-Stanley, so the two get together to check their facts on “The Banker”. This episode of “The Office” originally aired on January 21, 2010.;The Incomparable
Somehow I Manage;107;Get A Room, Santas (S6E13);00:30:58;2021-01-22;2021;January;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Sit down on my lap and there will be no doubt!”;Stephen attempts to build his Christmas gift from Tiff, piece by piece. Once he successfully constructs his new pencil sharpener, the two sit down to discuss “Secret Santa”. This episode of “The Office” originally aired on December 10, 2009.;The Incomparable
Somehow I Manage;106;Hey Mr. Scott! (S6E12);00:38:20;2021-01-14;2021;January;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I’ve made some empty promises in my life. But hands down, that was the most generous.”;Stephen and Tiff start an employee of the month program and realize they don’t actually have any employees. They get back to work, log into their lithium powered laptops, and reluctantly discuss “Scott’s Tots”. This episode of “The Office” originally aired on December 3, 2009.;The Incomparable
Somehow I Manage;105;Dummies, Morons, and Idiots (S6E11);00:37:33;2021-01-07;2021;January;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Hate to break it to you Oscar, but some of us like boobs.”;Tiff is unimpressed by Stephen’s twirl. After reluctantly downgrading to a spin, the two discuss “Shareholder Meeting”.This episode of “The Office” originally aired on November 19, 2009.;The Incomparable
Somehow I Manage;104;Four Christmas Parties and a Bassist;00:56:20;2020-12-22;2020;December;Monday;"Tiff Arment;Stephen Hackett";"Marco Arment;Merri Hackett";NA;“Christmas is awesome.”;"Belsnickel has deemed your year admirable, and bestowed your podcast feed with a special holiday crossover episode of Somehow I Manage and Top Four. 
Tiff and Stephen are joined by Marco and Merri, and the four play Yankee Swap for their favorite Christmas episodes of “The Office”.";The Incomparable
Somehow I Manage;103;I Do Declare (S6E10);00:31:34;2020-12-17;2020;December;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“It wasn’t me! I’m not going down for this!”;Stephen is the person Tiff most medium suspects. She’s keeping an eye on him while the two discuss “Murder”. This episode of “The Office” originally aired on November 12, 2009.;The Incomparable
Somehow I Manage;102;I Want to Hit You (S6E9);00:38:08;2020-12-09;2020;December;Wednesday;"Tiff Arment;Stephen Hackett";NA;NA;“Do not test my politeness.”;After Stephen clearly displays he is the most polite of the hosts, he pulls out a chair for Tiff and the two sit down to discuss “Double Date”. This episode of “The Office” originally aired on November 5, 2009.;The Incomparable
Somehow I Manage;101;DO NOT MOCK (S6E8);00:35:42;2020-12-03;2020;December;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I’m not usually the butt of the joke. I’m usually the face of the joke.”;Tiff declares Stephen the Chancellor of the Whiteboard and the two celebrate by discussing “Koi Pond”. This episode of “The Office” originally aired on October 29, 2009.;The Incomparable
Somehow I Manage;100;Wooden Duck (Mallard) (S6E7);00:35:01;2020-11-26;2020;November;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I’m sorry to have been bugging you all these years.”;Tiff bugs Stephen’s office only to find out he talks a LOT about Macs. After she apologizes for being so nosy, the two sit down to discuss “The Lover”. This episode of “The Office” originally aired on October 22, 2009.;The Incomparable
